105,196,1200,35.51,-6999,65.95,26.4,21.49,67.55
105,196,1230,35.64,-6999,66.42,26.51,20.61,67.62
105,196,1300,35.68,-6999,66.84,26.55,24.1,67.65
105,196,1330,35.85,-6999,66.97,26.68,24.83,67.75
105,196,1400,35.63,-6999,67.2,26.52,23.35,67.64
105,196,1430,35.69,-6999,67.25,26.56,22.3,67.67
105,196,1500,35.71,-6999,67.44,26.6,27.33,67.72
105,196,1530,35.85,-6999,67.69,26.69,27.83,67.78
105,196,1600,35.79,-6999,67.88,26.64,25.69,67.75
105,196,1630,35.49,-6999,66.54,26.44,18.28,67.61
105,196,1700,35.67,-6999,67.55,26.58,22.68,67.72
105,196,1730,35.81,-6999,68.07,26.67,24.68,67.8
105,196,1800,35.71,-6999,68.13,26.6,17.13,67.76
105,196,1830,35.79,-6999,68.25,26.68,25.59,67.82
105,196,1900,35.9,-6999,68.41,26.74,23.82,67.86
105,196,1930,35.77,-6999,68.34,26.66,17.32,67.79
105,196,2000,35.8,-6999,68.45,26.68,16.37,67.83
105,196,2030,35.81,-6999,68.5,26.7,15.92,67.84
105,196,2100,35.84,-6999,68.48,26.72,14.76,67.84
105,196,2130,35.82,-6999,68.46,26.71,13.32,67.82
105,196,2200,35.84,-6999,68.48,26.74,12.82,67.83
105,196,2230,35.88,-6999,68.54,26.77,12.84,67.86
105,196,2300,35.91,-6999,68.59,26.8,12.23,67.89
105,196,2330,35.97,-6999,68.66,26.85,12.82,67.93
105,196,2400,36,-6999,68.55,26.91,12.36,67.92
105,197,30,36.01,-6999,68.36,26.92,12.05,67.87
105,197,100,36.03,-6999,68.39,26.95,11.88,67.86
105,197,130,36.08,-6999,68.4,27,11.11,67.8
105,197,200,36.07,-6999,68.41,27.01,9.76,67.7
105,197,230,36.06,-6999,68.37,27,9.54,67.59
105,197,300,36.11,-6999,68.38,27.04,9.63,67.51
105,197,330,36.12,-6999,68.37,27.07,9.13,67.4
105,197,400,36.13,-6999,68.37,27.07,8.67,67.33
105,197,430,36.15,-6999,68.36,27.1,8.28,67.29
105,197,500,36.18,-6999,68.35,27.13,8.12,67.25
105,197,530,36.22,-6999,68.33,27.16,8.12,67.22
105,197,600,36.26,-6999,68.26,27.2,9.05,67.19
105,197,630,36.29,-6999,68.17,27.22,9.6,67.15
105,197,700,36.34,-6999,67.91,27.26,10.25,67.11
105,197,730,36.45,-6999,67.81,27.35,11.55,67.12
105,197,800,36.48,-6999,67.24,27.37,13.15,67.06
105,197,830,36.43,-6999,66.91,27.33,15.58,66.96
105,197,900,36.37,-6999,66.86,27.3,17.18,66.89
105,197,930,36.31,-6999,66.71,27.25,18.18,66.82
105,197,1000,36.39,-6999,66.02,27.35,21.61,66.82
105,197,1030,36.34,-6999,65.34,27.31,23.04,66.69
105,197,1100,36.28,-6999,64.25,27.28,24.4,66.59
105,197,1130,36.26,-6999,64.58,27.28,26.62,66.55
105,197,1200,36.28,-6999,66.29,27.3,27.82,66.54
105,197,1230,36.22,-6999,66.06,27.31,28.73,66.52
105,197,1300,36.16,-6999,64.13,27.28,29.65,66.53
105,197,1330,36.1,-6999,64.06,27.24,29.06,66.54
105,197,1400,36.26,-6999,65.95,27.35,31.86,66.67
105,197,1430,36.27,-6999,66.73,27.35,32.2,66.72
105,197,1500,36.18,-6999,66.76,27.29,32.29,66.74
105,197,1530,36.24,-6999,67.21,27.31,32.8,66.8
105,197,1600,36.18,-6999,67.4,27.27,32.04,66.8
105,197,1630,36.2,-6999,67.47,27.28,31.96,66.85
105,197,1700,36.19,-6999,67.45,27.29,33.3,66.88
105,197,1730,36.26,-6999,67.63,27.33,28.9,66.96
105,197,1800,36.17,-6999,67.7,27.28,23.03,66.97
105,197,1830,36.14,-6999,67.8,27.23,20.08,67.01
105,197,1900,36.22,-6999,68.03,27.3,19.22,67.1
105,197,1930,36.4,-6999,68.12,27.45,21.49,67.19
105,197,2000,36.44,-6999,68.18,27.48,18.71,67.21
105,197,2030,36.44,-6999,68.3,27.48,16.13,67.19
105,197,2100,36.46,-6999,68.34,27.51,14.14,67.17
105,197,2130,36.47,-6999,68.42,27.52,13.06,67.12
105,197,2200,36.51,-6999,68.41,27.56,11.66,67.07
105,197,2230,36.55,-6999,68.42,27.61,11.05,67.02
105,197,2300,36.63,-6999,68.53,27.68,10.79,67.02
105,197,2330,36.67,-6999,68.62,27.71,10.81,67.04
105,197,2400,36.73,-6999,68.64,27.76,11.17,67.07
105,198,30,36.75,-6999,68.64,27.78,11.37,67.06
105,198,100,36.79,-6999,68.63,27.81,10.82,67.05
105,198,130,36.78,-6999,68.58,27.81,10.15,67.02
105,198,200,36.79,-6999,68.6,27.83,9.71,66.99
105,198,230,36.81,-6999,68.63,27.86,9.77,66.98
