105,182,1400,35.68,-6999,65.23,30.88,38.39,39.66
105,182,1430,35.75,-6999,65.36,31.06,38.61,39.88
105,182,1500,35.67,-6999,65.34,31,38.53,39.78
105,182,1530,35.59,-6999,65.32,30.93,38.46,39.68
105,182,1600,35.54,-6999,65.34,30.9,38.43,39.62
105,182,1630,35.48,-6999,65.41,30.9,38.41,39.56
105,182,1700,35.45,-6999,65.49,30.88,38.4,39.51
105,182,1730,35.42,-6999,65.53,30.8,38.32,39.41
105,182,1800,35.49,-6999,65.64,30.8,38.33,39.38
105,182,1830,35.59,-6999,65.72,30.79,38.33,39.34
105,182,1900,35.7,-6999,65.8,30.83,38.35,39.32
105,182,1930,35.79,-6999,65.89,30.9,38.4,39.32
105,182,2000,35.72,-6999,65.98,30.93,38.41,39.3
105,182,2030,35.73,-6999,66.01,30.93,38.41,39.25
105,182,2100,35.68,-6999,66.04,30.91,38.39,39.18
105,182,2130,35.66,-6999,66.04,30.89,38.36,39.11
105,182,2200,35.57,-6999,66.02,30.84,38.31,39.01
105,182,2230,35.58,-6999,65.99,30.82,38.28,38.93
105,182,2300,35.58,-6999,66,30.84,38.28,38.88
105,182,2330,35.63,-6999,66,30.86,38.31,38.85
105,182,2400,35.65,-6999,66,30.87,38.3,38.8
105,183,30,35.62,-6999,66.02,30.85,38.29,38.74
105,183,100,35.61,-6999,66.04,30.83,38.29,38.69
105,183,130,35.58,-6999,66.04,30.82,38.28,38.63
105,183,200,35.61,-6999,66.03,30.82,38.28,38.58
105,183,230,35.66,-6999,66.02,30.82,38.29,38.53
105,183,300,35.67,-6999,66,30.8,38.28,38.46
105,183,330,35.64,-6999,65.98,30.77,38.25,38.38
105,183,400,35.65,-6999,65.98,30.77,38.24,38.32
105,183,430,35.7,-6999,65.96,30.77,38.25,38.27
105,183,500,35.74,-6999,65.89,30.76,38.24,38.2
105,183,530,35.78,-6999,65.86,30.74,38.22,38.13
105,183,600,35.83,-6999,65.83,30.74,38.23,38.08
105,183,630,35.9,-6999,65.88,30.8,38.26,38.06
105,183,700,35.97,-6999,65.95,30.86,38.28,38.03
105,183,730,35.94,-6999,65.9,30.82,38.22,37.93
105,183,800,35.93,-6999,65.91,30.82,38.2,37.86
105,183,830,35.89,-6999,65.87,30.77,38.12,37.75
